Optimization,Result
-scev-aa -always-inline -break-crit-edges -constmerge -dce -deadargelim -dse -globaldce, secure
-adce -always-inline -break-crit-edges -constmerge -dce -deadargelim -dse -globaldce, secure
-scev-aa -adce -always-inline -break-crit-edges -constmerge -dce -deadargelim -dse -globaldce, secure
-argpromotion -break-crit-edges -constmerge -dce -deadargelim -dse -globaldce, secure
-scev-aa -argpromotion -break-crit-edges -constmerge -dce -deadargelim -dse -globaldce, secure
-adce -argpromotion -break-crit-edges -constmerge -dce -deadargelim -dse -globaldce, secure
-scev-aa -adce -argpromotion -break-crit-edges -constmerge -dce -deadargelim -dse -globaldce, secure
-always-inline -argpromotion -break-crit-edges -constmerge -dce -deadargelim -dse -globaldce, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -constmerge -dce -deadargelim -dse -globaldce, secure
-adce -always-inline -argpromotion -break-crit-edges -constmerge -dce -deadargelim -dse -globaldce, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -constmerge -dce -deadargelim -dse -globaldce, secure
-codegenprepare -constmerge -dce -deadargelim -dse -globaldce, secure
-scev-aa -codegenprepare -constmerge -dce -deadargelim -dse -globaldce, secure
-adce -codegenprepare -constmerge -dce -deadargelim -dse -globaldce, secure
-scev-aa -adce -codegenprepare -constmerge -dce -deadargelim -dse -globaldce, secure
-always-inline -codegenprepare -constmerge -dce -deadargelim -dse -globaldce, secure
-scev-aa -always-inline -codegenprepare -constmerge -dce -deadargelim -dse -globaldce, secure
-adce -always-inline -codegenprepare -constmerge -dce -deadargelim -dse -globaldce, secure
-scev-aa -adce -always-inline -codegenprepare -constmerge -dce -deadargelim -dse -globaldce, secure
-argpromotion -codegenprepare -constmerge -dce -deadargelim -dse -globaldce, secure
-scev-aa -argpromotion -codegenprepare -constmerge -dce -deadargelim -dse -globaldce, secure
-adce -argpromotion -codegenprepare -constmerge -dce -deadargelim -dse -globaldce, secure
-scev-aa -adce -argpromotion -codegenprepare -constmerge -dce -deadargelim -dse -globaldce, secure
-always-inline -argpromotion -codegenprepare -constmerge -dce -deadargelim -dse -globaldce, secure
-scev-aa -always-inline -argpromotion -codegenprepare -constmerge -dce -deadargelim -dse -globaldce, secure
-adce -always-inline -argpromotion -codegenprepare -constmerge -dce -deadargelim -dse -globaldce, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -constmerge -dce -deadargelim -dse -globaldce, secure
-break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce, secure
-scev-aa -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce, secure
-adce -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce, secure
-scev-aa -adce -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce, secure
-always-inline -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce, secure
-adce -always-inline -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce, secure
-argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce, secure
-adce -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce, secure
-globalopt, secure
-scev-aa -globalopt, secure
-adce -globalopt, secure
-scev-aa -adce -globalopt, secure
-always-inline -globalopt, secure
-scev-aa -always-inline -globalopt, secure
-adce -always-inline -globalopt, secure
-scev-aa -adce -always-inline -globalopt, secure
-argpromotion -globalopt, secure
-scev-aa -argpromotion -globalopt, secure
-adce -argpromotion -globalopt, secure
-scev-aa -adce -argpromotion -globalopt, secure
-always-inline -argpromotion -globalopt, secure
-scev-aa -always-inline -argpromotion -globalopt, secure
-adce -always-inline -argpromotion -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -globalopt, secure
-break-crit-edges -globalopt, secure
-scev-aa -break-crit-edges -globalopt, secure
-adce -break-crit-edges -globalopt, secure
-scev-aa -adce -break-crit-edges -globalopt, secure
-always-inline -break-crit-edges -globalopt, secure
-scev-aa -always-inline -break-crit-edges -globalopt, secure
-adce -always-inline -break-crit-edges -globalopt, secure
-scev-aa -adce -always-inline -break-crit-edges -globalopt, secure
-argpromotion -break-crit-edges -globalopt, secure
-scev-aa -argpromotion -break-crit-edges -globalopt, secure
-adce -argpromotion -break-crit-edges -globalopt, secure
-scev-aa -adce -argpromotion -break-crit-edges -globalopt, secure
-always-inline -argpromotion -break-crit-edges -globalopt, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -globalopt, secure
-adce -always-inline -argpromotion -break-crit-edges -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -globalopt, secure
-codegenprepare -globalopt, secure
-scev-aa -codegenprepare -globalopt, secure
-adce -codegenprepare -globalopt, secure
-scev-aa -adce -codegenprepare -globalopt, secure
-always-inline -codegenprepare -globalopt, secure
-scev-aa -always-inline -codegenprepare -globalopt, secure
-adce -always-inline -codegenprepare -globalopt, secure
-scev-aa -adce -always-inline -codegenprepare -globalopt, secure
-argpromotion -codegenprepare -globalopt, secure
-scev-aa -argpromotion -codegenprepare -globalopt, secure
-adce -argpromotion -codegenprepare -globalopt, secure
-scev-aa -adce -argpromotion -codegenprepare -globalopt, secure
-always-inline -argpromotion -codegenprepare -globalopt, secure
-scev-aa -always-inline -argpromotion -codegenprepare -globalopt, secure
-adce -always-inline -argpromotion -codegenprepare -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -globalopt, secure
-break-crit-edges -codegenprepare -globalopt, secure
-scev-aa -break-crit-edges -codegenprepare -globalopt, secure
-adce -break-crit-edges -codegenprepare -globalopt, secure
-scev-aa -adce -break-crit-edges -codegenprepare -globalopt, secure
-always-inline -break-crit-edges -codegenprepare -globalopt, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -globalopt, secure
-adce -always-inline -break-crit-edges -codegenprepare -globalopt, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -globalopt, secure
-argpromotion -break-crit-edges -codegenprepare -globalopt, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -globalopt, secure
-adce -argpromotion -break-crit-edges -codegenprepare -globalopt, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -globalopt, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -globalopt, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -globalopt, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -globalopt, secure
-constmerge -globalopt, secure
-scev-aa -constmerge -globalopt, secure
-adce -constmerge -globalopt, secure
-scev-aa -adce -constmerge -globalopt, secure
-always-inline -constmerge -globalopt, secure
-scev-aa -always-inline -constmerge -globalopt, secure
-adce -always-inline -constmerge -globalopt, secure
-scev-aa -adce -always-inline -constmerge -globalopt, secure
-argpromotion -constmerge -globalopt, secure
-scev-aa -argpromotion -constmerge -globalopt, secure
-adce -argpromotion -constmerge -globalopt, secure
-scev-aa -adce -argpromotion -constmerge -globalopt, secure
-always-inline -argpromotion -constmerge -globalopt, secure
-scev-aa -always-inline -argpromotion -constmerge -globalopt, secure
-adce -always-inline -argpromotion -constmerge -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -constmerge -globalopt, secure
-break-crit-edges -constmerge -globalopt, secure
-scev-aa -break-crit-edges -constmerge -globalopt, secure
-adce -break-crit-edges -constmerge -globalopt, secure
-scev-aa -adce -break-crit-edges -constmerge -globalopt, secure
-always-inline -break-crit-edges -constmerge -globalopt, secure
-scev-aa -always-inline -break-crit-edges -constmerge -globalopt, secure
-adce -always-inline -break-crit-edges -constmerge -globalopt, secure
-scev-aa -adce -always-inline -break-crit-edges -constmerge -globalopt, secure
-argpromotion -break-crit-edges -constmerge -globalopt, secure
-scev-aa -argpromotion -break-crit-edges -constmerge -globalopt, secure
-adce -argpromotion -break-crit-edges -constmerge -globalopt, secure
-scev-aa -adce -argpromotion -break-crit-edges -constmerge -globalopt, secure
-always-inline -argpromotion -break-crit-edges -constmerge -globalopt, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -constmerge -globalopt, secure
-adce -always-inline -argpromotion -break-crit-edges -constmerge -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -constmerge -globalopt, secure
-codegenprepare -constmerge -globalopt, secure
-scev-aa -codegenprepare -constmerge -globalopt, secure
-adce -codegenprepare -constmerge -globalopt, secure
-scev-aa -adce -codegenprepare -constmerge -globalopt, secure
-always-inline -codegenprepare -constmerge -globalopt, secure
-scev-aa -always-inline -codegenprepare -constmerge -globalopt, secure
-adce -always-inline -codegenprepare -constmerge -globalopt, secure
-scev-aa -adce -always-inline -codegenprepare -constmerge -globalopt, secure
-argpromotion -codegenprepare -constmerge -globalopt, secure
-scev-aa -argpromotion -codegenprepare -constmerge -globalopt, secure
-adce -argpromotion -codegenprepare -constmerge -globalopt, secure
-scev-aa -adce -argpromotion -codegenprepare -constmerge -globalopt, secure
-always-inline -argpromotion -codegenprepare -constmerge -globalopt, secure
-scev-aa -always-inline -argpromotion -codegenprepare -constmerge -globalopt, secure
-adce -always-inline -argpromotion -codegenprepare -constmerge -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -constmerge -globalopt, secure
-break-crit-edges -codegenprepare -constmerge -globalopt, secure
-scev-aa -break-crit-edges -codegenprepare -constmerge -globalopt, secure
-adce -break-crit-edges -codegenprepare -constmerge -globalopt, secure
-scev-aa -adce -break-crit-edges -codegenprepare -constmerge -globalopt, secure
-always-inline -break-crit-edges -codegenprepare -constmerge -globalopt, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -constmerge -globalopt, secure
-adce -always-inline -break-crit-edges -codegenprepare -constmerge -globalopt, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -constmerge -globalopt, secure
-argpromotion -break-crit-edges -codegenprepare -constmerge -globalopt, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -constmerge -globalopt, secure
-adce -argpromotion -break-crit-edges -codegenprepare -constmerge -globalopt, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -constmerge -globalopt, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -globalopt, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -globalopt, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -globalopt, secure
-dce -globalopt, secure
-scev-aa -dce -globalopt, secure
-adce -dce -globalopt, secure
-scev-aa -adce -dce -globalopt, secure
-always-inline -dce -globalopt, secure
-scev-aa -always-inline -dce -globalopt, secure
-adce -always-inline -dce -globalopt, secure
-scev-aa -adce -always-inline -dce -globalopt, secure
-argpromotion -dce -globalopt, secure
-scev-aa -argpromotion -dce -globalopt, secure
-adce -argpromotion -dce -globalopt, secure
-scev-aa -adce -argpromotion -dce -globalopt, secure
-always-inline -argpromotion -dce -globalopt, secure
-scev-aa -always-inline -argpromotion -dce -globalopt, secure
-adce -always-inline -argpromotion -dce -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -dce -globalopt, secure
-break-crit-edges -dce -globalopt, secure
-scev-aa -break-crit-edges -dce -globalopt, secure
-adce -break-crit-edges -dce -globalopt, secure
-scev-aa -adce -break-crit-edges -dce -globalopt, secure
-always-inline -break-crit-edges -dce -globalopt, secure
-scev-aa -always-inline -break-crit-edges -dce -globalopt, secure
-adce -always-inline -break-crit-edges -dce -globalopt, secure
-scev-aa -adce -always-inline -break-crit-edges -dce -globalopt, secure
-argpromotion -break-crit-edges -dce -globalopt, secure
-scev-aa -argpromotion -break-crit-edges -dce -globalopt, secure
-adce -argpromotion -break-crit-edges -dce -globalopt, secure
-scev-aa -adce -argpromotion -break-crit-edges -dce -globalopt, secure
-always-inline -argpromotion -break-crit-edges -dce -globalopt, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -dce -globalopt, secure
-adce -always-inline -argpromotion -break-crit-edges -dce -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -dce -globalopt, secure
-codegenprepare -dce -globalopt, secure
-scev-aa -codegenprepare -dce -globalopt, secure
-adce -codegenprepare -dce -globalopt, secure
-scev-aa -adce -codegenprepare -dce -globalopt, secure
-always-inline -codegenprepare -dce -globalopt, secure
-scev-aa -always-inline -codegenprepare -dce -globalopt, secure
-adce -always-inline -codegenprepare -dce -globalopt, secure
-scev-aa -adce -always-inline -codegenprepare -dce -globalopt, secure
-argpromotion -codegenprepare -dce -globalopt, secure
-scev-aa -argpromotion -codegenprepare -dce -globalopt, secure
-adce -argpromotion -codegenprepare -dce -globalopt, secure
-scev-aa -adce -argpromotion -codegenprepare -dce -globalopt, secure
-always-inline -argpromotion -codegenprepare -dce -globalopt, secure
-scev-aa -always-inline -argpromotion -codegenprepare -dce -globalopt, secure
-adce -always-inline -argpromotion -codegenprepare -dce -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -dce -globalopt, secure
-break-crit-edges -codegenprepare -dce -globalopt, secure
-scev-aa -break-crit-edges -codegenprepare -dce -globalopt, secure
-adce -break-crit-edges -codegenprepare -dce -globalopt, secure
-scev-aa -adce -break-crit-edges -codegenprepare -dce -globalopt, secure
-always-inline -break-crit-edges -codegenprepare -dce -globalopt, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -dce -globalopt, secure
-adce -always-inline -break-crit-edges -codegenprepare -dce -globalopt, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -dce -globalopt, secure
-argpromotion -break-crit-edges -codegenprepare -dce -globalopt, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -dce -globalopt, secure
-adce -argpromotion -break-crit-edges -codegenprepare -dce -globalopt, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -dce -globalopt, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -dce -globalopt, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -dce -globalopt, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -dce -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -dce -globalopt, secure
-constmerge -dce -globalopt, secure
-scev-aa -constmerge -dce -globalopt, secure
-adce -constmerge -dce -globalopt, secure
-scev-aa -adce -constmerge -dce -globalopt, secure
-always-inline -constmerge -dce -globalopt, secure
-scev-aa -always-inline -constmerge -dce -globalopt, secure
-adce -always-inline -constmerge -dce -globalopt, secure
-scev-aa -adce -always-inline -constmerge -dce -globalopt, secure
-argpromotion -constmerge -dce -globalopt, secure
-scev-aa -argpromotion -constmerge -dce -globalopt, secure
-adce -argpromotion -constmerge -dce -globalopt, secure
-scev-aa -adce -argpromotion -constmerge -dce -globalopt, secure
-always-inline -argpromotion -constmerge -dce -globalopt, secure
-scev-aa -always-inline -argpromotion -constmerge -dce -globalopt, secure
-adce -always-inline -argpromotion -constmerge -dce -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -constmerge -dce -globalopt, secure
-break-crit-edges -constmerge -dce -globalopt, secure
-scev-aa -break-crit-edges -constmerge -dce -globalopt, secure
-adce -break-crit-edges -constmerge -dce -globalopt, secure
-scev-aa -adce -break-crit-edges -constmerge -dce -globalopt, secure
-always-inline -break-crit-edges -constmerge -dce -globalopt, secure
-scev-aa -always-inline -break-crit-edges -constmerge -dce -globalopt, secure
-adce -always-inline -break-crit-edges -constmerge -dce -globalopt, secure
-scev-aa -adce -always-inline -break-crit-edges -constmerge -dce -globalopt, secure
-argpromotion -break-crit-edges -constmerge -dce -globalopt, secure
-scev-aa -argpromotion -break-crit-edges -constmerge -dce -globalopt, secure
-adce -argpromotion -break-crit-edges -constmerge -dce -globalopt, secure
-scev-aa -adce -argpromotion -break-crit-edges -constmerge -dce -globalopt, secure
-always-inline -argpromotion -break-crit-edges -constmerge -dce -globalopt, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -constmerge -dce -globalopt, secure
-adce -always-inline -argpromotion -break-crit-edges -constmerge -dce -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -constmerge -dce -globalopt, secure
-codegenprepare -constmerge -dce -globalopt, secure
-scev-aa -codegenprepare -constmerge -dce -globalopt, secure
-adce -codegenprepare -constmerge -dce -globalopt, secure
-scev-aa -adce -codegenprepare -constmerge -dce -globalopt, secure
-always-inline -codegenprepare -constmerge -dce -globalopt, secure
-scev-aa -always-inline -codegenprepare -constmerge -dce -globalopt, secure
-adce -always-inline -codegenprepare -constmerge -dce -globalopt, secure
-scev-aa -adce -always-inline -codegenprepare -constmerge -dce -globalopt, secure
-argpromotion -codegenprepare -constmerge -dce -globalopt, secure
-scev-aa -argpromotion -codegenprepare -constmerge -dce -globalopt, secure
-adce -argpromotion -codegenprepare -constmerge -dce -globalopt, secure
-scev-aa -adce -argpromotion -codegenprepare -constmerge -dce -globalopt, secure
-always-inline -argpromotion -codegenprepare -constmerge -dce -globalopt, secure
-scev-aa -always-inline -argpromotion -codegenprepare -constmerge -dce -globalopt, secure
-adce -always-inline -argpromotion -codegenprepare -constmerge -dce -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -constmerge -dce -globalopt, secure
-break-crit-edges -codegenprepare -constmerge -dce -globalopt, secure
-scev-aa -break-crit-edges -codegenprepare -constmerge -dce -globalopt, secure
-adce -break-crit-edges -codegenprepare -constmerge -dce -globalopt, secure
-scev-aa -adce -break-crit-edges -codegenprepare -constmerge -dce -globalopt, secure
-always-inline -break-crit-edges -codegenprepare -constmerge -dce -globalopt, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -constmerge -dce -globalopt, secure
-adce -always-inline -break-crit-edges -codegenprepare -constmerge -dce -globalopt, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -constmerge -dce -globalopt, secure
-argpromotion -break-crit-edges -codegenprepare -constmerge -dce -globalopt, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -globalopt, secure
-adce -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -globalopt, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -globalopt, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -globalopt, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -globalopt, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -globalopt, secure
-deadargelim -globalopt, secure
-scev-aa -deadargelim -globalopt, secure
-adce -deadargelim -globalopt, secure
-scev-aa -adce -deadargelim -globalopt, secure
-always-inline -deadargelim -globalopt, secure
-scev-aa -always-inline -deadargelim -globalopt, secure
-adce -always-inline -deadargelim -globalopt, secure
-scev-aa -adce -always-inline -deadargelim -globalopt, secure
-argpromotion -deadargelim -globalopt, secure
-scev-aa -argpromotion -deadargelim -globalopt, secure
-adce -argpromotion -deadargelim -globalopt, secure
-scev-aa -adce -argpromotion -deadargelim -globalopt, secure
-always-inline -argpromotion -deadargelim -globalopt, secure
-scev-aa -always-inline -argpromotion -deadargelim -globalopt, secure
-adce -always-inline -argpromotion -deadargelim -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -deadargelim -globalopt, secure
-break-crit-edges -deadargelim -globalopt, secure
-scev-aa -break-crit-edges -deadargelim -globalopt, secure
-adce -break-crit-edges -deadargelim -globalopt, secure
-scev-aa -adce -break-crit-edges -deadargelim -globalopt, secure
-always-inline -break-crit-edges -deadargelim -globalopt, secure
-scev-aa -always-inline -break-crit-edges -deadargelim -globalopt, secure
-adce -always-inline -break-crit-edges -deadargelim -globalopt, secure
-scev-aa -adce -always-inline -break-crit-edges -deadargelim -globalopt, secure
-argpromotion -break-crit-edges -deadargelim -globalopt, secure
-scev-aa -argpromotion -break-crit-edges -deadargelim -globalopt, secure
-adce -argpromotion -break-crit-edges -deadargelim -globalopt, secure
-scev-aa -adce -argpromotion -break-crit-edges -deadargelim -globalopt, secure
-always-inline -argpromotion -break-crit-edges -deadargelim -globalopt, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -deadargelim -globalopt, secure
-adce -always-inline -argpromotion -break-crit-edges -deadargelim -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -deadargelim -globalopt, secure
-codegenprepare -deadargelim -globalopt, secure
-scev-aa -codegenprepare -deadargelim -globalopt, secure
-adce -codegenprepare -deadargelim -globalopt, secure
-scev-aa -adce -codegenprepare -deadargelim -globalopt, secure
-always-inline -codegenprepare -deadargelim -globalopt, secure
-scev-aa -always-inline -codegenprepare -deadargelim -globalopt, secure
-adce -always-inline -codegenprepare -deadargelim -globalopt, secure
-scev-aa -adce -always-inline -codegenprepare -deadargelim -globalopt, secure
-argpromotion -codegenprepare -deadargelim -globalopt, secure
-scev-aa -argpromotion -codegenprepare -deadargelim -globalopt, secure
-adce -argpromotion -codegenprepare -deadargelim -globalopt, secure
-scev-aa -adce -argpromotion -codegenprepare -deadargelim -globalopt, secure
-always-inline -argpromotion -codegenprepare -deadargelim -globalopt, secure
-scev-aa -always-inline -argpromotion -codegenprepare -deadargelim -globalopt, secure
-adce -always-inline -argpromotion -codegenprepare -deadargelim -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -deadargelim -globalopt, secure
-break-crit-edges -codegenprepare -deadargelim -globalopt, secure
-scev-aa -break-crit-edges -codegenprepare -deadargelim -globalopt, secure
-adce -break-crit-edges -codegenprepare -deadargelim -globalopt, secure
-scev-aa -adce -break-crit-edges -codegenprepare -deadargelim -globalopt, secure
-always-inline -break-crit-edges -codegenprepare -deadargelim -globalopt, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -deadargelim -globalopt, secure
-adce -always-inline -break-crit-edges -codegenprepare -deadargelim -globalopt, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -deadargelim -globalopt, secure
-argpromotion -break-crit-edges -codegenprepare -deadargelim -globalopt, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -deadargelim -globalopt, secure
-adce -argpromotion -break-crit-edges -codegenprepare -deadargelim -globalopt, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -deadargelim -globalopt, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -deadargelim -globalopt, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -deadargelim -globalopt, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -deadargelim -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -deadargelim -globalopt, secure
-constmerge -deadargelim -globalopt, secure
-scev-aa -constmerge -deadargelim -globalopt, secure
-adce -constmerge -deadargelim -globalopt, secure
-scev-aa -adce -constmerge -deadargelim -globalopt, secure
-always-inline -constmerge -deadargelim -globalopt, secure
-scev-aa -always-inline -constmerge -deadargelim -globalopt, secure
-adce -always-inline -constmerge -deadargelim -globalopt, secure
-scev-aa -adce -always-inline -constmerge -deadargelim -globalopt, secure
-argpromotion -constmerge -deadargelim -globalopt, secure
-scev-aa -argpromotion -constmerge -deadargelim -globalopt, secure
-adce -argpromotion -constmerge -deadargelim -globalopt, secure
-scev-aa -adce -argpromotion -constmerge -deadargelim -globalopt, secure
-always-inline -argpromotion -constmerge -deadargelim -globalopt, secure
-scev-aa -always-inline -argpromotion -constmerge -deadargelim -globalopt, secure
-adce -always-inline -argpromotion -constmerge -deadargelim -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -constmerge -deadargelim -globalopt, secure
-break-crit-edges -constmerge -deadargelim -globalopt, secure
-scev-aa -break-crit-edges -constmerge -deadargelim -globalopt, secure
-adce -break-crit-edges -constmerge -deadargelim -globalopt, secure
-scev-aa -adce -break-crit-edges -constmerge -deadargelim -globalopt, secure
-always-inline -break-crit-edges -constmerge -deadargelim -globalopt, secure
-scev-aa -always-inline -break-crit-edges -constmerge -deadargelim -globalopt, secure
-adce -always-inline -break-crit-edges -constmerge -deadargelim -globalopt, secure
-scev-aa -adce -always-inline -break-crit-edges -constmerge -deadargelim -globalopt, secure
-argpromotion -break-crit-edges -constmerge -deadargelim -globalopt, secure
-scev-aa -argpromotion -break-crit-edges -constmerge -deadargelim -globalopt, secure
-adce -argpromotion -break-crit-edges -constmerge -deadargelim -globalopt, secure
-scev-aa -adce -argpromotion -break-crit-edges -constmerge -deadargelim -globalopt, secure
-always-inline -argpromotion -break-crit-edges -constmerge -deadargelim -globalopt, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -constmerge -deadargelim -globalopt, secure
-adce -always-inline -argpromotion -break-crit-edges -constmerge -deadargelim -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -constmerge -deadargelim -globalopt, secure
-codegenprepare -constmerge -deadargelim -globalopt, secure
-scev-aa -codegenprepare -constmerge -deadargelim -globalopt, secure
-adce -codegenprepare -constmerge -deadargelim -globalopt, secure
-scev-aa -adce -codegenprepare -constmerge -deadargelim -globalopt, secure
-always-inline -codegenprepare -constmerge -deadargelim -globalopt, secure
-scev-aa -always-inline -codegenprepare -constmerge -deadargelim -globalopt, secure
-adce -always-inline -codegenprepare -constmerge -deadargelim -globalopt, secure
-scev-aa -adce -always-inline -codegenprepare -constmerge -deadargelim -globalopt, secure
-argpromotion -codegenprepare -constmerge -deadargelim -globalopt, secure
-scev-aa -argpromotion -codegenprepare -constmerge -deadargelim -globalopt, secure
-adce -argpromotion -codegenprepare -constmerge -deadargelim -globalopt, secure
-scev-aa -adce -argpromotion -codegenprepare -constmerge -deadargelim -globalopt, secure
-always-inline -argpromotion -codegenprepare -constmerge -deadargelim -globalopt, secure
-scev-aa -always-inline -argpromotion -codegenprepare -constmerge -deadargelim -globalopt, secure
-adce -always-inline -argpromotion -codegenprepare -constmerge -deadargelim -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -constmerge -deadargelim -globalopt, secure
-break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt, secure
-scev-aa -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt, secure
-adce -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt, secure
-scev-aa -adce -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt, secure
-always-inline -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt, secure
-adce -always-inline -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt, secure
-argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt, secure
